Epoch,Iters,Loss,Acc@1
0.12903225806451613,1,0.7154222130775452,40.625
0.25806451612903225,2,0.47379809617996216,81.25
0.3870967741935484,3,0.9105405211448669,56.25
0.5161290322580645,4,1.304244041442871,34.375
0.6451612903225806,5,1.1188570261001587,75.0
0.7741935483870968,6,0.5330331921577454,78.125
0.9032258064516129,7,0.4301067888736725,87.5
1.032258064516129,8,0.9645028114318848,66.66666666666667
1.1612903225806452,9,0.9070218205451965,18.75
1.2903225806451613,10,1.5247926712036133,68.75
1.4193548387096775,11,0.7939960360527039,56.25
1.5483870967741935,12,1.1981710195541382,28.125
1.6774193548387097,13,1.3570618629455566,71.875
1.8064516129032258,14,0.5385612845420837,78.125
1.935483870967742,15,0.6925158500671387,65.625
2.064516129032258,16,0.6640734076499939,66.66666666666667
2.193548387096774,17,1.4227476119995117,56.25
2.3225806451612905,18,1.3285104036331177,25.0
2.4516129032258065,19,1.4691224098205566,71.875
2.5806451612903225,20,0.6142312288284302,75.0
2.7096774193548385,21,0.5932626724243164,75.0
2.838709677419355,22,0.7153438329696655,71.875
2.967741935483871,23,0.6610623598098755,75.0
3.096774193548387,24,0.5148526430130005,79.16666666666667
3.225806451612903,25,0.6626715660095215,65.625
3.3548387096774195,26,0.6529996991157532,59.375
3.4838709677419355,27,0.6159805059432983,68.75
3.6129032258064515,28,0.622063398361206,71.875
3.7419354838709675,29,0.603543758392334,81.25
3.870967741935484,30,0.9702541828155518,68.75
4.0,31,0.6910181641578674,50.0
4.129032258064516,32,0.9913859963417053,75.0
4.258064516129032,33,0.7576372623443604,59.375
4.387096774193548,34,0.9476733207702637,28.125
4.516129032258065,35,1.215993046760559,68.75
4.645161290322581,36,0.6414697170257568,65.625
4.774193548387097,37,0.5803256034851074,71.875
4.903225806451613,38,0.4428365230560303,84.375
5.032258064516129,39,0.5945079922676086,75.0
5.161290322580645,40,0.5971857905387878,75.0
5.290322580645161,41,0.483521044254303,81.25
5.419354838709677,42,0.5477224588394165,75.0
5.548387096774194,43,0.6519902348518372,62.5
5.67741935483871,44,0.6563031673431396,68.75
5.806451612903226,45,0.4522329270839691,81.25
5.935483870967742,46,0.6767817139625549,68.75
6.064516129032258,47,0.667097806930542,56.25
6.193548387096774,48,0.7250270247459412,70.83333333333333
6.32258064516129,49,0.660891592502594,62.5
6.451612903225806,50,0.7644505500793457,78.125
6.580645161290323,51,0.4980008006095886,78.125
6.709677419354839,52,0.4796389639377594,78.125
6.838709677419355,53,0.7606746554374695,56.25
6.967741935483871,54,1.05398690700531,28.125
7.096774193548387,55,1.2899483442306519,68.75
7.225806451612903,56,0.6883962750434875,54.166666666666664
7.354838709677419,57,0.864011824131012,28.125
7.483870967741935,58,1.4020793437957764,59.375
7.612903225806452,59,0.7900309562683105,34.375
7.741935483870968,60,0.5948043465614319,78.125
7.870967741935484,61,0.5793211460113525,71.875
8.0,62,0.5717092156410217,68.75
8.129032258064516,63,0.49755847454071045,81.25
8.258064516129032,64,0.5685198307037354,75.0
8.387096774193548,65,0.5478311777114868,75.0
8.516129032258064,66,0.45774275064468384,81.25
8.64516129032258,67,0.6607117056846619,62.5
8.774193548387096,68,0.6914613842964172,43.75
8.903225806451612,69,0.5967054963111877,71.875
9.03225806451613,70,0.5848023295402527,81.25
9.161290322580646,71,1.1395213603973389,59.375
9.290322580645162,72,1.0833284854888916,16.666666666666668
9.419354838709678,73,1.4980608224868774,68.75
9.548387096774194,74,0.5523177981376648,75.0
9.67741935483871,75,0.5796723961830139,65.625
9.806451612903226,76,0.5097982883453369,93.75
9.935483870967742,77,0.9434930682182312,68.75
10.064516129032258,78,0.5837631225585938,84.375
10.193548387096774,79,0.7029328346252441,68.75
10.32258064516129,80,0.6143894195556641,75.0
10.451612903225806,81,0.7091781497001648,62.5
10.580645161290322,82,0.7946721911430359,31.25
10.709677419354838,83,0.5100296139717102,84.375
10.838709677419354,84,0.6089679598808289,71.875
10.96774193548387,85,0.5626763105392456,84.375
11.096774193548388,86,0.5868736505508423,78.125
11.225806451612904,87,0.7622430324554443,53.125
11.35483870967742,88,0.891987144947052,33.333333333333336
11.483870967741936,89,1.0650501251220703,62.5
11.612903225806452,90,0.606629490852356,65.625
11.741935483870968,91,0.524248480796814,84.375
11.870967741935484,92,0.5613982677459717,75.0
12.0,93,0.4220864772796631,87.5
12.129032258064516,94,0.5828721523284912,78.125
12.258064516129032,95,0.5003753900527954,75.0
12.387096774193548,96,0.6542957425117493,62.5
12.516129032258064,97,0.6193779706954956,68.75
12.64516129032258,98,0.602678120136261,68.75
12.774193548387096,99,0.5886111855506897,71.875
12.903225806451612,100,0.5089651942253113,75.0
13.03225806451613,101,0.6138509511947632,62.5
13.161290322580646,102,0.6034094095230103,62.5
13.290322580645162,103,0.46707287430763245,81.25
13.419354838709678,104,0.3676825761795044,87.5
13.548387096774194,105,0.8963261842727661,59.375
13.67741935483871,106,0.8744590878486633,28.125
13.806451612903226,107,1.2888646125793457,65.625
13.935483870967742,108,0.4887653589248657,81.25
14.064516129032258,109,0.4669225215911865,75.0
14.193548387096774,110,0.5109954476356506,75.0
14.32258064516129,111,0.5607563257217407,68.75
14.451612903225806,112,0.5573968291282654,83.33333333333333
14.580645161290322,113,0.5791643857955933,68.75
14.709677419354838,114,0.5611687302589417,78.125
14.838709677419354,115,0.4737105071544647,78.125
14.96774193548387,116,0.6138462424278259,65.625
15.096774193548388,117,0.5198891162872314,81.25
15.225806451612904,118,0.6330301761627197,68.75
15.35483870967742,119,0.5324772000312805,84.375
15.483870967741936,120,0.5784607529640198,75.0
15.612903225806452,121,0.4142143428325653,90.625
15.741935483870968,122,0.45290952920913696,81.25
15.870967741935484,123,0.4936075806617737,75.0
16.0,124,0.5548901557922363,68.75
16.129032258064516,125,0.5451086163520813,71.875
16.258064516129032,126,0.5518255829811096,75.0
16.387096774193548,127,0.4864636957645416,84.375
16.516129032258064,128,0.5100368857383728,70.83333333333333
16.64516129032258,129,0.5385361313819885,75.0
16.774193548387096,130,0.4415362775325775,81.25
