fpath,label-0,label-1
365.nii.npy,0.89453447,0.10546554
177.nii.npy,0.7487189,0.25128108
399.nii.npy,0.9395238,0.060476147
358.nii.npy,0.83638144,0.16361855
226.nii.npy,0.7463408,0.2536592
253.nii.npy,0.7428516,0.25714839
134.nii.npy,0.89797175,0.102028236
016.nii.npy,0.30093282,0.69906723
023.nii.npy,0.5846992,0.41530076
242.nii.npy,0.75428575,0.24571425
390.nii.npy,0.7597665,0.2402335
250.nii.npy,0.80869067,0.19130932
387.nii.npy,0.44296333,0.5570367
273.nii.npy,0.7404734,0.25952664
161.nii.npy,0.24369392,0.75630605
003.nii.npy,0.8494475,0.15055251
175.nii.npy,0.7867489,0.21325107
129.nii.npy,0.7136205,0.28637955
281.nii.npy,0.9270851,0.07291496
133.nii.npy,0.164031,0.83596903
028.nii.npy,0.5222841,0.4777159
330.nii.npy,0.88589376,0.11410627
060.nii.npy,0.9384758,0.06152418
235.nii.npy,0.1530502,0.84694976
329.nii.npy,0.96518254,0.0348175
304.nii.npy,0.72082335,0.2791766
152.nii.npy,0.88181573,0.118184306
183.nii.npy,0.5296873,0.47031268
178.nii.npy,0.5550368,0.44496322
019.nii.npy,0.7784017,0.22159836
368.nii.npy,0.91253424,0.08746577
096.nii.npy,0.24349694,0.75650305
282.nii.npy,0.9071627,0.09283728
029.nii.npy,0.6998345,0.30016544
307.nii.npy,0.95638144,0.04361862
356.nii.npy,0.31796795,0.68203205
193.nii.npy,0.9494818,0.05051817
011.nii.npy,0.9419479,0.058052093
290.nii.npy,0.3549386,0.6450614
215.nii.npy,0.6083021,0.39169788
084.nii.npy,0.7395448,0.26045522
117.nii.npy,0.62310445,0.37689555
294.nii.npy,0.95617497,0.04382504
243.nii.npy,0.8789732,0.12102686
352.nii.npy,0.8344093,0.16559066
291.nii.npy,0.5905828,0.40941724
002.nii.npy,0.94146335,0.058536593
248.nii.npy,0.11090082,0.8890992
073.nii.npy,0.5910878,0.40891218
276.nii.npy,0.9188009,0.081199124
331.nii.npy,0.85886455,0.14113544
266.nii.npy,0.66588855,0.33411142
236.nii.npy,0.9011937,0.09880636
407.nii.npy,0.88875365,0.11124632
047.nii.npy,0.7035945,0.2964055
383.nii.npy,0.91925436,0.080745585
105.nii.npy,0.66519487,0.33480516
254.nii.npy,0.619351,0.380649
297.nii.npy,0.93223554,0.06776444
374.nii.npy,0.770722,0.22927801
372.nii.npy,0.8545472,0.14545278
009.nii.npy,0.82249236,0.17750762
099.nii.npy,0.93003535,0.06996472
053.nii.npy,0.8647511,0.13524893
