fpath,label-0,label-1
191.nii.npy,0.65676993,0.34323004
071.nii.npy,0.79306227,0.2069378
245.nii.npy,0.8757049,0.12429517
252.nii.npy,0.47745466,0.5225454
174.nii.npy,0.5758816,0.42411843
230.nii.npy,0.091461435,0.9085385
321.nii.npy,0.4424394,0.5575606
207.nii.npy,0.7627614,0.23723863
150.nii.npy,0.8138924,0.18610758
403.nii.npy,0.64449143,0.3555086
243.nii.npy,0.902471,0.097529
291.nii.npy,0.5296984,0.47030163
256.nii.npy,0.79978734,0.2002127
189.nii.npy,0.72395515,0.27604485
279.nii.npy,0.16824849,0.83175147
238.nii.npy,0.75915456,0.24084543
378.nii.npy,0.22871245,0.7712875
047.nii.npy,0.7041348,0.29586518
050.nii.npy,0.8219951,0.17800488
381.nii.npy,0.9130107,0.086989306
132.nii.npy,0.85653716,0.14346288
302.nii.npy,0.9714884,0.02851165
185.nii.npy,0.89693767,0.10306229
079.nii.npy,0.98427826,0.015721725
372.nii.npy,0.88206977,0.1179302
033.nii.npy,0.96063006,0.03936996
064.nii.npy,0.13415451,0.8658455
410.nii.npy,0.8745135,0.12548648
072.nii.npy,0.36579603,0.634204
391.nii.npy,0.9343584,0.06564166
094.nii.npy,0.86201346,0.13798657
011.nii.npy,0.9594001,0.04059986
373.nii.npy,0.7652469,0.234753
105.nii.npy,0.6350031,0.36499694
010.nii.npy,0.8481256,0.15187442
349.nii.npy,0.9711628,0.02883718
392.nii.npy,0.947538,0.052462045
110.nii.npy,0.9579232,0.04207687
371.nii.npy,0.5380762,0.46192375
027.nii.npy,0.3632881,0.6367119
296.nii.npy,0.85540116,0.14459883
161.nii.npy,0.26497173,0.73502827
311.nii.npy,0.9285256,0.07147439
387.nii.npy,0.5130069,0.48699304
157.nii.npy,0.86437595,0.135624
331.nii.npy,0.8969274,0.1030726
327.nii.npy,0.76906484,0.23093514
149.nii.npy,0.546254,0.45374602
203.nii.npy,0.3174906,0.6825094
352.nii.npy,0.86504424,0.13495582
028.nii.npy,0.5259688,0.4740312
313.nii.npy,0.9587508,0.04124929
134.nii.npy,0.94678724,0.053212743
350.nii.npy,0.9387352,0.061264846
295.nii.npy,0.9369819,0.06301809
236.nii.npy,0.93163717,0.06836281
370.nii.npy,0.942054,0.057945997
003.nii.npy,0.9081287,0.09187127
177.nii.npy,0.80482036,0.19517961
168.nii.npy,0.88339525,0.11660483
407.nii.npy,0.92082936,0.07917071
120.nii.npy,0.98098075,0.019019188
383.nii.npy,0.94202656,0.05797341
142.nii.npy,0.60890394,0.39109606
006.nii.npy,0.60625815,0.39374185
056.nii.npy,0.9240224,0.07597764
182.nii.npy,0.54822767,0.45177236
138.nii.npy,0.8969499,0.10305012
108.nii.npy,0.63616335,0.36383668
324.nii.npy,0.3534276,0.6465724
206.nii.npy,0.41125292,0.5887471
090.nii.npy,0.34578803,0.65421194
180.nii.npy,0.9451595,0.05484052
266.nii.npy,0.690998,0.309002
212.nii.npy,0.886048,0.113951966
046.nii.npy,0.5364319,0.46356815
178.nii.npy,0.6117549,0.38824514
363.nii.npy,0.95189875,0.04810118
025.nii.npy,0.93738055,0.06261952
368.nii.npy,0.9530079,0.04699211
278.nii.npy,0.7229403,0.2770597
293.nii.npy,0.9754989,0.024501087
364.nii.npy,0.9800295,0.019970438
165.nii.npy,0.92212266,0.077877335
141.nii.npy,0.94410574,0.055894244
054.nii.npy,0.95945686,0.04054317
205.nii.npy,0.91347975,0.08652026
098.nii.npy,0.57222646,0.42777348
151.nii.npy,0.71063125,0.28936878
107.nii.npy,0.81000644,0.1899936
357.nii.npy,0.6122025,0.38779753
016.nii.npy,0.254921,0.74507904
117.nii.npy,0.57651067,0.4234894
274.nii.npy,0.92517585,0.07482416
225.nii.npy,0.95849246,0.041507572
023.nii.npy,0.54379374,0.4562063
089.nii.npy,0.901238,0.09876203
375.nii.npy,0.633348,0.366652
154.nii.npy,0.9787869,0.02121313
346.nii.npy,0.33526626,0.66473377
330.nii.npy,0.92190987,0.0780902
004.nii.npy,0.8224581,0.17754191
235.nii.npy,0.09773184,0.9022682
029.nii.npy,0.63015926,0.3698408
128.nii.npy,0.96662605,0.033373956
281.nii.npy,0.9503419,0.049658146
406.nii.npy,0.8617084,0.13829161
265.nii.npy,0.3224681,0.6775319
059.nii.npy,0.53679866,0.46320137
198.nii.npy,0.21905223,0.78094774
257.nii.npy,0.80562204,0.19437799
273.nii.npy,0.77078813,0.2292119
358.nii.npy,0.88235295,0.11764703
253.nii.npy,0.7879099,0.21209012
007.nii.npy,0.7509667,0.24903323
129.nii.npy,0.76967514,0.23032479
155.nii.npy,0.9074057,0.092594326
069.nii.npy,0.91173524,0.088264726
386.nii.npy,0.82431364,0.17568634
226.nii.npy,0.7775821,0.2224179
301.nii.npy,0.62965643,0.37034357
361.nii.npy,0.29382455,0.70617545
262.nii.npy,0.38468564,0.61531436
184.nii.npy,0.9135249,0.086475044
077.nii.npy,0.6194129,0.3805871
229.nii.npy,0.88293236,0.11706768
147.nii.npy,0.9264959,0.07350412
158.nii.npy,0.7251846,0.27481538
078.nii.npy,0.9267351,0.07326487
019.nii.npy,0.83346254,0.16653746
389.nii.npy,0.77291864,0.22708133
052.nii.npy,0.80967456,0.1903255
360.nii.npy,0.89417374,0.10582624
405.nii.npy,0.9821169,0.017883109
305.nii.npy,0.87529933,0.12470072
342.nii.npy,0.7415015,0.2584985
053.nii.npy,0.8706459,0.12935413
244.nii.npy,0.9596832,0.040316787
048.nii.npy,0.96496093,0.035039093
390.nii.npy,0.7746758,0.22532421
374.nii.npy,0.79444903,0.20555097
304.nii.npy,0.6955616,0.30443835
137.nii.npy,0.8393937,0.16060638
359.nii.npy,0.83595437,0.16404566
355.nii.npy,0.9694344,0.03056557
365.nii.npy,0.9252265,0.0747735
135.nii.npy,0.06507558,0.93492436
088.nii.npy,0.29224738,0.7077526
183.nii.npy,0.5391722,0.46082777
036.nii.npy,0.21350129,0.7864987
248.nii.npy,0.06706304,0.93293697
133.nii.npy,0.100097045,0.89990294
310.nii.npy,0.43646353,0.56353647
353.nii.npy,0.9636735,0.0363265
131.nii.npy,0.5610872,0.43891284
254.nii.npy,0.6015167,0.3984833
030.nii.npy,0.7816185,0.21838152
263.nii.npy,0.8505274,0.14947264
319.nii.npy,0.957365,0.042635035
049.nii.npy,0.8776522,0.1223478
260.nii.npy,0.93268126,0.067318775
399.nii.npy,0.96335375,0.03664621
329.nii.npy,0.9844566,0.015543379
162.nii.npy,0.54584277,0.4541572
227.nii.npy,0.700354,0.29964602
356.nii.npy,0.23798731,0.76201266
013.nii.npy,0.71726674,0.28273323
091.nii.npy,0.5828627,0.41713732
418.nii.npy,0.35944122,0.6405588
187.nii.npy,0.9836398,0.016360158
215.nii.npy,0.60657823,0.39342183
384.nii.npy,0.40846276,0.5915373
398.nii.npy,0.71656823,0.2834317
148.nii.npy,0.9126643,0.08733565
309.nii.npy,0.98563933,0.014360675
096.nii.npy,0.23076774,0.7692323
318.nii.npy,0.95814836,0.041851673
153.nii.npy,0.22365716,0.77634287
101.nii.npy,0.3478949,0.6521051
124.nii.npy,0.83605665,0.16394329
152.nii.npy,0.9226317,0.07736834
172.nii.npy,0.9588078,0.041192144
272.nii.npy,0.8218117,0.17818837
104.nii.npy,0.7643704,0.23562962
084.nii.npy,0.7567748,0.24322525
014.nii.npy,0.48471263,0.51528734
282.nii.npy,0.9283869,0.07161307
082.nii.npy,0.83318484,0.16681516
250.nii.npy,0.8287937,0.17120628
343.nii.npy,0.95453507,0.045464877
261.nii.npy,0.88899374,0.111006305
380.nii.npy,0.8856477,0.11435225
333.nii.npy,0.88786864,0.112131335
298.nii.npy,0.87355655,0.12644343
119.nii.npy,0.6788807,0.32111934
103.nii.npy,0.8123912,0.18760875
055.nii.npy,0.96879286,0.031207172
002.nii.npy,0.9424444,0.05755566
231.nii.npy,0.72231686,0.2776831
073.nii.npy,0.523922,0.476078
058.nii.npy,0.8040992,0.19590077
044.nii.npy,0.43130454,0.5686954
175.nii.npy,0.8087831,0.19121689
163.nii.npy,0.4730154,0.52698463
017.nii.npy,0.9584851,0.04151485
051.nii.npy,0.4534853,0.5465147
060.nii.npy,0.9601607,0.039839275
181.nii.npy,0.7697113,0.23028865
193.nii.npy,0.9619394,0.03806058
075.nii.npy,0.85571533,0.14428468
241.nii.npy,0.8783814,0.121618666
276.nii.npy,0.9167061,0.083293885
221.nii.npy,0.07433956,0.92566043
095.nii.npy,0.6007087,0.3992913
179.nii.npy,0.57397723,0.42602277
062.nii.npy,0.38535222,0.61464775
376.nii.npy,0.85676295,0.14323705
213.nii.npy,0.58606786,0.41393214
337.nii.npy,0.8299054,0.17009465
264.nii.npy,0.83156025,0.1684397
009.nii.npy,0.7697119,0.23028807
335.nii.npy,0.415067,0.58493304
041.nii.npy,0.38723025,0.6127697
239.nii.npy,0.39479944,0.6052006
202.nii.npy,0.9336585,0.0663415
111.nii.npy,0.5634269,0.4365731
294.nii.npy,0.96988916,0.030110849
277.nii.npy,0.9372932,0.06270687
106.nii.npy,0.8239005,0.17609948
316.nii.npy,0.9506304,0.049369596
267.nii.npy,0.9429275,0.057072543
113.nii.npy,0.78095365,0.21904637
201.nii.npy,0.09236777,0.9076322
065.nii.npy,0.8884574,0.111542575
290.nii.npy,0.27551374,0.72448623
292.nii.npy,0.97713625,0.022863759
348.nii.npy,0.41391295,0.58608705
400.nii.npy,0.22255255,0.7774474
326.nii.npy,0.3073802,0.6926198
099.nii.npy,0.93429804,0.06570195
283.nii.npy,0.2145541,0.7854459
415.nii.npy,0.39690468,0.60309535
297.nii.npy,0.94880694,0.051193044
307.nii.npy,0.9652237,0.034776255
242.nii.npy,0.7717436,0.2282564
160.nii.npy,0.09440765,0.9055924
280.nii.npy,0.860515,0.13948508
066.nii.npy,0.9262551,0.07374486
