fpath,label-0,label-1
002.nii.npy,0.85221404,0.14778592
003.nii.npy,0.80138224,0.19861773
004.nii.npy,0.5250752,0.47492474
006.nii.npy,0.007918284,0.99208164
007.nii.npy,0.20292269,0.7970773
009.nii.npy,0.8306407,0.16935934
010.nii.npy,0.8336961,0.16630389
011.nii.npy,0.7191246,0.28087538
013.nii.npy,0.9897989,0.010201059
014.nii.npy,0.01046313,0.9895369
016.nii.npy,0.173441,0.82655907
017.nii.npy,0.2453457,0.75465435
019.nii.npy,0.99247676,0.007523263
023.nii.npy,0.7396763,0.2603237
025.nii.npy,0.74037516,0.25962487
027.nii.npy,0.2514122,0.74858785
028.nii.npy,0.005982705,0.99401724
029.nii.npy,0.81664026,0.18335973
030.nii.npy,0.99008536,0.009914705
033.nii.npy,0.99220324,0.007796818
036.nii.npy,0.24022284,0.7597772
041.nii.npy,0.8205559,0.17944412
044.nii.npy,0.21368283,0.78631717
046.nii.npy,0.6841886,0.31581137
047.nii.npy,0.8501826,0.14981742
048.nii.npy,0.006664681,0.99333537
049.nii.npy,0.64620364,0.35379636
050.nii.npy,0.8098921,0.19010791
051.nii.npy,0.2310787,0.76892126
052.nii.npy,0.80963814,0.19036187
053.nii.npy,0.79228866,0.2077114
054.nii.npy,0.7375837,0.26241627
055.nii.npy,0.8353382,0.16466184
056.nii.npy,0.8359986,0.16400138
058.nii.npy,0.760385,0.239615
059.nii.npy,0.008341118,0.99165887
060.nii.npy,0.5260754,0.47392455
062.nii.npy,0.32356715,0.6764329
064.nii.npy,0.77577287,0.22422712
065.nii.npy,0.77935386,0.22064619
066.nii.npy,0.9918751,0.00812487
069.nii.npy,0.99308276,0.006917216
071.nii.npy,0.63469416,0.36530584
072.nii.npy,0.643829,0.35617104
073.nii.npy,0.3481148,0.6518853
075.nii.npy,0.17563312,0.82436687
077.nii.npy,0.99230665,0.007693328
078.nii.npy,0.99153394,0.008466101
079.nii.npy,0.8473495,0.15265046
082.nii.npy,0.6753576,0.3246424
084.nii.npy,0.21904893,0.7809511
088.nii.npy,0.44187742,0.5581226
089.nii.npy,0.99061626,0.009383671
090.nii.npy,0.8564846,0.14351538
091.nii.npy,0.23833838,0.7616616
094.nii.npy,0.8125214,0.18747863
095.nii.npy,0.9931201,0.006879902
096.nii.npy,0.45429182,0.5457082
098.nii.npy,0.009788653,0.9902113
099.nii.npy,0.5763228,0.42367718
101.nii.npy,0.18420464,0.8157953
103.nii.npy,0.99210745,0.007892476
104.nii.npy,0.9931263,0.006873754
105.nii.npy,0.15224817,0.84775186
106.nii.npy,0.7922035,0.2077965
107.nii.npy,0.76296675,0.23703326
108.nii.npy,0.006850101,0.99314994
110.nii.npy,0.99349964,0.006500404
111.nii.npy,0.8344843,0.16551575
113.nii.npy,0.8352027,0.16479726
117.nii.npy,0.15703462,0.84296536
119.nii.npy,0.9915264,0.008473544
120.nii.npy,0.35384905,0.64615095
124.nii.npy,0.99271214,0.007287891
128.nii.npy,0.2221605,0.7778394
129.nii.npy,0.52430475,0.47569525
131.nii.npy,0.805249,0.19475098
132.nii.npy,0.38147852,0.61852145
133.nii.npy,0.007354217,0.99264574
134.nii.npy,0.5641304,0.43586954
135.nii.npy,0.23404415,0.76595587
137.nii.npy,0.18501014,0.8149899
138.nii.npy,0.79309005,0.20690994
141.nii.npy,0.6953975,0.30460244
142.nii.npy,0.32056674,0.6794333
147.nii.npy,0.76299214,0.23700786
148.nii.npy,0.993008,0.006991996
149.nii.npy,0.9921467,0.00785337
